,region_code,MAPE
0,AT,0.07414650660723045
1,BE,0.051769504649088215
2,BG,0.09048140590266435
3,CA_AB,0.05273519988278473
4,CA_BC,0.05527410372565311
5,CA_NB,0.09625028408401659
6,CA_NL,0.13034795449280284
7,CA_NS,0.0896753869774232
8,CA_ON,0.06702983437880897
9,CA_PE,0.06915360313010557
10,CA_QC,0.12114889713308398
11,CH,0.07287638790343097
12,CL,0.06694592947757172
13,CY,0.1004102813859054
14,CZ,0.05899427088646022
15,DE,0.06568303049710764
16,DK,0.06412058144715058
17,EE,0.06856041684699668
18,ES,0.06191019197969704
19,FI,0.052669594507104886
20,FR,0.10747291084155222
21,GB,0.0738715506084546
22,GB_GB,0.07455103601920295
23,GR,0.07739383036594506
24,HR,0.07531082168854802
25,HU,0.056636409959728636
26,IE,0.05835845121554576
27,IT,0.10557726576031086
28,JP_Kantō,0.07049953743833187
29,KR,0.056575571698054626
30,LT,0.07125061983880744
31,LU,0.08130182899631924
32,LV,0.07417401264801278
33,NL,0.08072342759452251
34,NO,0.07632293786073739
35,NZ,0.05338798556669113
36,PL,0.06061775226782077
37,PT,0.06903543211529932
38,RO,0.05840804994322238
39,SE,0.07909078355384536
40,SI,0.07087460997779328
41,SK,0.047942650149695634
42,TW,0.06783463845941336
43,US_CAL,0.10881050700610344
44,US_CAR,0.0848303247016905
45,US_CENT,0.0890120200644957
46,US_FLA,0.10246342149639902
47,US_MIDA,0.09269237009865433
48,US_MIDW,0.09482923937879179
49,US_NE,0.10488410833156539
50,US_NW,0.05762626039549502
51,US_NY,0.09036869593839084
52,US_SE,0.08883871345517501
53,US_SW,0.10724129094348694
54,US_TEN,0.07671988994845047
55,US_TEX,0.06525889693317007
