,region_code,MAPE
0,BA,0.08680696618349638
1,BR_N,0.046528424508022456
2,BR_NE,0.05569149422104335
3,BR_S,0.08928049745956336
4,BR_SE,0.061553808715049355
5,DZ,0.09237591271686853
6,ME,0.08642305948452395
7,MK,0.12174899378536606
8,MX_BCA,0.14132732926363956
9,MX_BCS,0.10664014653940998
10,MX_CEN,0.1426543382203625
11,MX_NES,0.06835381048445446
12,MX_NOR,0.10844292270332985
13,MX_NTE,0.09027937672213593
14,MX_OCC,0.15635683440832024
15,MX_ORI,0.10514024523156057
16,MX_PEN,0.19789581625381428
17,PE,0.0457610848398595
18,RS,0.09955270286719028
19,TR,0.06506941814551687
20,UA,0.06826387232035516
