,region_code,MAPE
0,AL,0.2089742746141407
1,BA,0.10415523656095278
2,BR_N,0.048064440405301286
3,BR_NE,0.05593783568224369
4,BR_S,0.09053835669232137
5,BR_SE,0.061815365955078076
6,CO,0.06370479290626817
7,DZ,0.09161087631400291
8,GE,0.05648558900769333
9,MD,0.09750057067812173
10,ME,0.09434040006416539
11,MK,0.11236277292780598
12,MX_BCA,0.12486336084981436
13,MX_BCS,0.09436700037126831
14,MX_CEN,0.1101142105979454
15,MX_NES,0.07985235369240522
16,MX_NOR,0.1238010735957708
17,MX_NTE,0.09760541364541635
18,MX_OCC,0.11537398050874104
19,MX_ORI,0.0944495412755914
20,MX_PEN,0.14050565080114985
21,PE,0.05004079771113242
22,RS,0.07859204912838014
23,TR,0.06569198616768795
24,UA,0.05888536205702424
25,XK,0.14921495611665145
26,ZA,0.12020585257466308
