Model,Scenario,Region,Variable,Unit,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IIASA 2023,SSP2,Denmark,GDP|PPP per capita,USD_2021/yr,67659.15864879201,69330.53417703697,71418.0896274938,73881.99731986962,76505.2485796967,80002.18868678072,83462.62727712547,86993.1776674844,91012.06461922117,95152.66116796054,99486.86687673589,104083.34529825782,108840.3668268782,113874.01568238041,119112.99388399784,120186.81899581054
IIASA 2023,SSP2,Dominican Republic,GDP|PPP per capita,USD_2021/yr,23927.771219883838,26255.83678446719,28813.865586669486,31516.553089103356,34669.751369853366,37866.048170520684,41022.610519946946,43947.21586391893,47092.9596838413,50109.12957649657,52933.378364237564,55479.756716255106,57898.30700925297,60265.39515426399,62506.179073685744,62818.306247000175
IIASA 2023,SSP2,Algeria,GDP|PPP per capita,USD_2021/yr,12553.668891504029,14912.505974576135,17724.00485713329,20784.774858433324,23998.34230561419,27115.844856701726,30345.66625487511,33736.7981670794,37226.27112337752,40379.90037909117,43099.26023620822,45518.77700501329,48014.822329348106,50688.91021462769,53346.81491125413,54203.14914569925
IIASA 2023,SSP2,Ecuador,GDP|PPP per capita,USD_2021/yr,12766.746778056035,14693.94221549619,16722.04535709216,18759.618894868785,20721.149512674347,22689.74818116925,24706.771057267822,26771.00181256033,28860.019856303603,30944.754302331217,33011.90007587337,35021.265019885046,37030.79428132199,38949.006871482474,40860.61198349283,41591.76858876905
IIASA 2023,SSP2,Egypt,GDP|PPP per capita,USD_2021/yr,15537.6211298533,16983.222373948138,18770.316362996782,20860.62658540853,23441.310882271184,26570.583070566834,29939.848536080317,33301.41267233362,36713.039014761154,40351.080166078464,43982.4298006607,47381.96251160754,50900.4304752834,54498.54280272864,58028.31125913728,59485.1964648995
IIASA 2023,SSP2,Eritrea,GDP|PPP per capita,USD_2021/yr,2018.3395801306588,2360.424989720463,2727.190918038938,3096.0189491281403,3482.4090193860784,3899.839288036863,4349.285106011799,4844.872934509734,5389.01434289198,6006.572865648982,6732.556513920754,7583.2460019378805,8550.035872074772,9615.291966586738,10793.872412830517,11693.643144182728
IIASA 2023,SSP2,Spain,GDP|PPP per capita,USD_2021/yr,46589.1106471361,49871.7846223249,53256.18773502621,56798.124813067385,59997.13467887145,62595.97659526184,65109.93032130737,68088.66869419311,71186.88094574948,74187.22694121723,77344.34313731505,81272.48840590825,85870.18395590608,90992.75346067727,96105.17445110877,98416.64748319848
IIASA 2023,SSP2,Estonia,GDP|PPP per capita,USD_2021/yr,44182.173312140265,45547.66908753298,46274.4955553415,47947.59723619522,49585.911409738816,51738.208277633224,54228.396552216924,57589.9238287839,60567.51858579848,63192.33507779082,65753.54154905505,68560.1152973204,71480.91488173229,74335.04299081853,76978.27395272469,77048.01017975723
IIASA 2023,SSP2,Ethiopia,GDP|PPP per capita,USD_2021/yr,3076.2477604759933,3403.49167778866,3732.379466651237,4042.7170850032903,4349.223115920358,4662.300768511772,4989.008342988728,5345.12058903304,5748.663091939171,6214.094674554235,6755.262213258831,7384.8221519414765,8085.482988984573,8864.297854025763,9720.750135684504,10313.410964311486
IIASA 2023,SSP2,Finland,GDP|PPP per capita,USD_2021/yr,56479.09864926997,62825.74332119698,68445.45780469943,71018.68277185364,74503.91248078202,77089.30808414465,80263.36619698364,83190.04843702634,86510.72807314312,89689.35904478417,93024.19255233258,97232.6335996966,102212.07216502122,107421.79839851346,112430.14268771156,113346.27547303693
IIASA 2023,SSP2,Fiji,GDP|PPP per capita,USD_2021/yr,15155.493849781229,17362.994561743366,19838.4551805728,22285.34826647739,24733.702785392787,27108.328424731022,29391.095146856933,31619.968468551036,33800.43159802118,36024.65863079477,38115.456034242925,40210.33929415936,42303.99361075071,44522.40180021255,46835.31238698323,47562.361655735556
IIASA 2023,SSP2,France,GDP|PPP per capita,USD_2021/yr,55342.59899190188,60335.681643913274,64962.94114129435,69137.91023383797,73815.16361353119,78802.55345885325,84187.04795023531,89674.38489102616,95109.49459202588,100355.01947047003,105826.87901452126,111595.58992672962,117636.96919469087,123648.2376485203,129454.644346137,130680.74492433989
IIASA 2023,SSP2,Micronesia,GDP|PPP per capita,USD_2021/yr,581.4038063337077,617.1682548897392,653.5373848027959,696.8484305704077,741.4767028623625,787.617425609524,830.6225635094131,879.0869760795761,934.3552224251895,998.9425043066519,1070.4924242656762,1147.2616927160338,1227.020465815481,1310.612356791627,1399.3857283267741,1450.3105729071606
IIASA 2023,SSP2,Gabon,GDP|PPP per capita,USD_2021/yr,16007.32038394831,16835.84255122745,17846.408038121714,18970.308243082956,20307.740266016313,21849.206221040182,23511.963087099743,25336.68651586399,27397.431089545134,29687.84839880005,32064.99322652315,34486.5072800272,37060.6810865047,39849.322416861825,42819.020572026995,44294.39902247807
IIASA 2023,SSP2,United Kingdom,GDP|PPP per capita,USD_2021/yr,52742.00921649511,54926.12439010295,56762.1165083944,58774.37455599724,61554.35333976387,63784.30796229885,65991.94427424179,68086.0334601232,70078.73643383586,72274.18847802567,75033.838718411,78485.54263673017,82498.51729472732,86886.09413547856,91389.02804693651,92820.01998804377
IIASA 2023,SSP2,Georgia,GDP|PPP per capita,USD_2021/yr,22162.475768278928,22775.260168485824,23130.303518453115,23711.301996694612,25008.566699792576,27013.93366490553,29322.18169680412,31613.839887722606,33811.30097294837,36103.103078278196,38561.30422513378,41211.299157072564,44010.439490373494,46844.57939665249,49508.2159335585,50571.02575045569
IIASA 2023,SSP2,Ghana,GDP|PPP per capita,USD_2021/yr,6329.265047340096,6606.174787319533,6828.841010372007,7267.724173860593,7941.25704100714,8762.31402605433,9769.113459582926,10958.175940409405,12405.901903644013,14074.722206419425,15980.809524371049,18154.83715923397,20626.243672969922,23390.803011914963,26423.915362630003,28768.086694660396
IIASA 2023,SSP2,Guinea,GDP|PPP per capita,USD_2021/yr,3334.8720379302667,4407.0215840172505,5710.597746289029,7072.859502485364,8523.687000615748,10140.13765752069,11848.442187156088,13626.503688940445,15492.949294535192,17501.163710658173,19640.351112366076,21833.978016701512,24109.631011057725,26404.740556046276,28722.375462820524,29887.54232146563
IIASA 2023,SSP2,Gambia,GDP|PPP per capita,USD_2021/yr,2642.881427555089,3207.6327121195914,3839.2632506154364,4471.564250528984,5155.926951322833,5930.102442335131,6748.294770597623,7633.677022840609,8584.814464275369,9623.567240043007,10753.204521913462,12021.220568486684,13428.334290075547,14986.02162235149,16646.584121143962,17783.593400005884
IIASA 2023,SSP2,Guinea-Bissau,GDP|PPP per capita,USD_2021/yr,2670.5500258043508,3046.6311458305477,3448.2811996904097,3811.2040043219586,4154.521547073686,4516.4859256745485,4894.336462066934,5295.000714478955,5744.661971974928,6260.333531825815,6859.316816538444,7549.5933952636615,8339.162351476849,9242.649583218401,10270.352759975158,11027.947833393784
IIASA 2023,SSP2,Equatorial Guinea,GDP|PPP per capita,USD_2021/yr,12083.318155115876,11636.267771260125,10969.235032794242,10967.841379241585,11340.80366051341,12022.460861527605,12947.011057529493,14239.995893610405,15784.00257701202,17503.696322519194,19277.708305267086,21216.441797752566,23278.669310391262,25427.49240167002,27641.538390140147,28874.24042788711
IIASA 2023,SSP2,Greece,GDP|PPP per capita,USD_2021/yr,37442.650284116564,42359.832420777544,47017.54430218228,51107.49754186113,54966.8996966966,58553.39226313524,61932.54646205019,64847.752123641025,67372.1851140705,69553.13009181067,71757.02326074465,74719.41680874622,78625.69290473999,83229.44959518668,88192.21006424367,90988.65715734096
IIASA 2023,SSP2,Grenada,GDP|PPP per capita,USD_2021/yr,17706.11094473087,19545.657083390735,21668.08900203611,24271.097030833796,26982.489795727164,29650.343911652744,32217.269361518847,35156.75351923331,38262.15195551476,41345.819310416,44309.30755267889,47298.152769736414,50377.30818121743,53495.56318537345,56620.28236335116,57856.2574330617
IIASA 2023,SSP2,Guatemala,GDP|PPP per capita,USD_2021/yr,10473.592025533519,11071.714587346247,11830.611014439995,12689.760825573243,13705.905716138675,14906.503667622937,16334.21832725156,17892.194908867343,19628.509567572408,21606.71093136135,23917.47491609385,26493.410439690902,29283.86225539454,32229.78149532266,35329.4919228395,37474.78603361589
IIASA 2023,SSP2,Hong Kong,GDP|PPP per capita,USD_2021/yr,69191.6732915923,74435.4575192229,80916.083743942,85715.99329943993,92842.32348931,100868.901766048,109938.85792228904,119824.60439007987,130012.50489228434,138632.7688864399,146318.28891096642,154102.00119058942,162328.7729330874,171209.62208952283,180168.2770546024,184282.30520939518
IIASA 2023,SSP2,Honduras,GDP|PPP per capita,USD_2021/yr,6772.556753606531,7632.52056375541,8610.297827195453,9621.484492385825,10723.529781483387,11972.555415577152,13361.187053359376,14856.845471366843,16483.028311831218,18295.70745308086,20332.173070675868,22526.25281927679,24806.953552018473,27148.660626899233,29590.239704877582,31218.260837998667
IIASA 2023,SSP2,Croatia,GDP|PPP per capita,USD_2021/yr,38882.703211367116,41436.941283991735,44546.70292583386,48389.46253622745,51805.398023187794,55142.78696211619,58795.39555680785,62871.431655863504,66912.86706679242,70735.12752713435,74456.27772586801,78182.32172481487,81983.16178662164,85783.4712132398,89544.9207690289,90739.31967530839
IIASA 2023,SSP2,Haiti,GDP|PPP per capita,USD_2021/yr,3061.45546676701,3599.3792308890424,4184.970738269458,4805.718765919319,5441.704304044598,6098.005246442373,6797.748611653689,7602.756821594509,8529.309121314056,9594.93424001046,10809.45886358443,12193.80814560831,13768.912543677074,15577.15339202117,17645.76256415275,19383.318952298112
IIASA 2023,SSP2,Hungary,GDP|PPP per capita,USD_2021/yr,42788.12849899684,46222.86927145318,49918.84113515441,54331.12690239009,57045.24985359462,60060.78634373907,62461.04406004842,66668.4710140679,70218.27764378046,73170.26385365002,75836.80895010509,78274.6497774988,80648.08240314221,83117.36838514451,85655.43357233737,86411.87780106261
IIASA 2023,SSP2,Indonesia,GDP|PPP per capita,USD_2021/yr,13594.002803750345,14778.923790736511,16226.532368628936,18007.9167249576,20201.515387470226,22850.794954793884,25830.55928350973,29004.079197638785,32293.618031068,35669.37331066201,38959.868438185804,42173.7434958762,45409.45730637883,48599.10579774432,51722.827307191525,53136.54890738092
IIASA 2023,SSP2,India,GDP|PPP per capita,USD_2021/yr,9182.287983479393,10431.2047907086,11924.799282119138,13674.998107624753,15687.673625298372,17889.265943970797,20269.69286179665,22908.429576241942,25741.30458688709,28777.99056994191,31939.643410572156,35137.76878595312,38405.80358838607,41732.6559988458,45064.91868740007,46931.958498879954
IIASA 2023,SSP2,Ireland,GDP|PPP per capita,USD_2021/yr,142710.3309878464,150062.34897868315,158119.45178186553,166195.5232794722,174762.1029697998,182562.1216299621,190705.7806411484,199091.41822107887,206173.0333261886,211117.52036921226,215437.3826712075,220062.98615750563,224983.60605456537,229803.87217892634,233993.53032107046,229560.10131278823
IIASA 2023,SSP2,Iran,GDP|PPP per capita,USD_2021/yr,17517.674957613515,19353.217008332205,21520.30445633359,23792.569228066885,26530.746498490742,29321.39665389103,32412.96800091182,36305.582801733995,40616.355491675364,44755.875654617186,48332.436791741384,51657.50896474507,55006.40816054117,58684.74036295115,62122.09138498669,63740.76372483567
IIASA 2023,SSP2,Iraq,GDP|PPP per capita,USD_2021/yr,11373.293473791142,12609.330437878412,13951.76210739584,15376.021486352904,17053.210580160594,18912.89235911656,20892.578542650997,22858.48225568375,24910.133239198836,27031.946649561658,29158.235741663888,31198.84578368095,33334.017469480634,35495.67726538107,37618.6905541356,38457.401247653404
IIASA 2023,SSP2,Iceland,GDP|PPP per capita,USD_2021/yr,66496.40008194238,70404.03924013293,74015.54822686162,77155.98416918049,79704.48310765994,82508.34977529234,86085.20438552725,90102.05346509967,94539.68377177369,99075.23304375964,103674.85801294199,108490.28827017457,113465.39721747203,118651.4846001222,123896.59948921208,124718.74844940637
IIASA 2023,SSP2,Israel,GDP|PPP per capita,USD_2021/yr,54758.067263024655,59527.036310692834,63775.201234100336,66825.52581819086,69345.36069922685,72195.98567871025,74997.31766068905,77591.31182067055,79732.32940822121,81920.26321600431,84649.63927663515,87779.36324521792,91269.32573071241,95206.68317375222,99376.18487786355,99247.36486062004
IIASA 2023,SSP2,Italy,GDP|PPP per capita,USD_2021/yr,49887.27409901181,54014.64690151519,57889.600071603774,61820.17093837634,65627.48087784811,69137.96031720522,73215.9110456018,78608.08396354233,84141.14692195892,89044.24248987163,93741.70091242196,98719.20431536765,103868.12416707214,109214.42993740254,114532.95433149769,116505.75269092593
IIASA 2023,SSP2,Jamaica,GDP|PPP per capita,USD_2021/yr,11678.236766432821,13506.768979521443,15473.976671239,17547.082232530607,19689.48069654231,21919.073090546182,24187.046149804908,26561.659562968416,29081.495808533593,31787.933250917693,34571.89967158602,37500.46785860516,40434.41698195003,43386.32027528964,46325.57697011657,47958.72801639777
IIASA 2023,SSP2,Jordan,GDP|PPP per capita,USD_2021/yr,10664.70822946929,11308.160137778896,12115.041402949633,13308.943576787042,14847.46176186838,16608.597787105882,18498.738018245982,20505.047661166114,22679.5577641008,25003.218830023616,27334.26764943202,29767.20405616234,32302.96369086781,34788.198456155464,37193.006478764764,38463.668210219264
IIASA 2023,SSP2,Japan,GDP|PPP per capita,USD_2021/yr,48307.916854366325,50791.06620120042,48685.134976420384,57987.51999516989,61178.103944842915,64974.245969705684,64448.12369719552,69949.87488595374,75203.30540970276,80347.12652887996,85423.27292167793,90353.35997493353,95046.80215590898,99418.79404167671,103474.63619515851,104928.2990092286
IIASA 2023,SSP2,Kazakhstan,GDP|PPP per capita,USD_2021/yr,32258.837712418688,32697.850255337627,33360.861890453445,34466.18127492911,35773.77608623576,37285.50364373703,38816.5336066581,40488.982143819536,42425.321162913,44328.32768209785,46184.99580869313,48104.64952833411,50167.64091565063,52317.782597374964,54569.23108227067,54977.30989674519
IIASA 2023,SSP2,Kenya,GDP|PPP per capita,USD_2021/yr,6035.557757535716,6918.6758833477725,7897.943641459167,8928.709249601261,10035.136420493807,11167.339167253696,12387.330875258838,13693.143051357827,15117.252589160755,16645.025610820314,18337.827927842773,20209.01983959638,22244.11014872701,24417.008126681412,26734.075634784855,28188.214649709338
IIASA 2023,SSP2,Kyrgyzstan,GDP|PPP per capita,USD_2021/yr,6151.941392789325,6681.071895314956,7163.466638180856,7614.788496914808,8267.413113163659,8918.440202655176,9605.496824187136,10303.04845726368,11160.880139469033,12098.792225338359,13077.348569791342,14076.192720721823,15151.137746384069,16327.973057678711,17584.832613252325,18307.957369551663
IIASA 2023,SSP2,Cambodia,GDP|PPP per capita,USD_2021/yr,5795.358658626704,6264.105062520766,6839.854034710554,7512.041713899686,8270.437426889084,9030.497970786628,9910.066032145873,10990.815370514167,12310.631668090979,13829.192492228101,15570.673664770276,17601.93111354594,19945.683855712574,22638.165973877967,25655.772102775565,28160.33592723371
IIASA 2023,SSP2,Kiribati,GDP|PPP per capita,USD_2021/yr,2059.237075223399,2138.8659790099928,2251.965996164001,2394.0012751004588,2554.6239176822837,2736.4255025949255,2940.620459553999,3176.6637420194143,3451.029721062105,3756.844306683858,4068.524729915861,4389.207414863612,4745.637095728014,5155.0655245486,5619.529884541378,5909.052072898841
IIASA 2023,SSP2,South Korea,GDP|PPP per capita,USD_2021/yr,53675.80041326667,57872.7564463826,62069.60660998661,71352.43823613347,76384.76772147417,81504.43093056453,81658.28342629464,87769.86689896489,93651.27739101397,97575.66468578037,100639.25478341863,104662.39735043296,109277.09403552108,113572.41172107695,117619.60707849401,118433.19802398993
IIASA 2023,SSP2,Kuwait,GDP|PPP per capita,USD_2021/yr,52102.92453646217,53718.66496442682,55270.62047591801,56489.65774230413,57033.552386722455,58330.868162438564,61784.85149160265,68030.33037130855,73673.82450684407,78611.7144583292,83128.77104695614,87147.75000598677,91032.78773645432,94846.90863611076,98465.45858855089,99184.6644181285
IIASA 2023,SSP2,Laos,GDP|PPP per capita,USD_2021/yr,9342.110802260962,10003.084088816218,10918.713037729292,12189.27049710044,13850.123065151492,15934.092819284082,18370.940844488017,21195.37092248399,24410.394668154786,28032.585561583313,31893.266934496627,35861.47152033872,39890.021397442164,43932.71115554773,47862.31422283093,49995.62094313046
IIASA 2023,SSP2,Lebanon,GDP|PPP per capita,USD_2021/yr,14031.931625950814,15561.144621182317,17221.44603811174,19276.168156316427,21477.703942127646,23572.127932301166,25625.00257468073,27491.15818422663,29179.98705014249,30784.43024844437,32430.566126326023,34020.11525870599,35765.76953428493,37473.054325819045,39126.81585704543,39466.21912942979
IIASA 2023,SSP2,Liberia,GDP|PPP per capita,USD_2021/yr,1728.8640437595734,2079.208364414988,2451.384640046087,2811.452871221542,3152.5417150540634,3489.8892636615897,3829.7295514492826,4200.257691591939,4593.734907452174,5024.3816656594245,5501.305221444862,6045.502997662477,6655.810756685632,7335.900627580577,8095.040106634274,8638.958564522834
IIASA 2023,SSP2,Libya,GDP|PPP per capita,USD_2021/yr,25199.020560312372,28178.443819143828,31632.73121656315,35459.59161258661,39950.050911012644,45293.05792693694,51141.25692177704,56690.024077092065,61825.29117284708,66817.14567630003,71721.03150269332,76584.87091250876,81268.69848088874,85680.49485885364,89685.50867452289,90820.51838589697
IIASA 2023,SSP2,Saint Lucia,GDP|PPP per capita,USD_2021/yr,17685.20871020876,19706.18698060464,21926.726777776403,24569.561988493435,27478.181287603187,30374.003917039347,32929.03947189068,35485.066480548805,38217.372832460795,41158.18547565959,44110.65236907289,47022.53047883367,49739.7037365151,52388.621136745234,54985.54594410171,55979.57124995801
IIASA 2023,SSP2,Sri Lanka,GDP|PPP per capita,USD_2021/yr,13603.917913829991,15265.766788677587,17212.32009474076,19285.74989677976,21497.1075154644,23746.675573802364,26126.172988037568,28392.14898802841,30613.593738834323,32773.99768085425,34907.96945658902,37091.92589921625,39327.762330493104,41536.29218078502,43676.48567357864,44467.57365555595
IIASA 2023,SSP2,Lesotho,GDP|PPP per capita,USD_2021/yr,2798.3187233505428,3527.554688416348,4392.104411245098,5318.370012772138,6308.065879451034,7372.501321068009,8514.683448161944,9737.006866065161,11081.18831468292,12537.335488172965,14113.10738780766,15771.516338819934,17536.292546672743,19438.151677805115,21441.251111580354,22738.62621020282
IIASA 2023,SSP2,Lithuania,GDP|PPP per capita,USD_2021/yr,47906.53166762453,48500.934601332345,48489.65519617065,47887.913077979734,50228.51628032483,52923.3626477801,55870.557145039296,58519.35980158181,62088.502420748344,65007.16561631141,67839.19795179978,70950.31199420041,74192.90947993551,77504.91740178998,80531.11922912125,80893.42574731272
IIASA 2023,SSP2,Luxembourg,GDP|PPP per capita,USD_2021/yr,134278.50668329065,141003.72677032882,148649.1621333982,158245.56617087964,168127.92501439026,178409.60966569177,188996.32314786414,202210.00560016764,215304.90759526312,226496.3586299735,236524.1117684124,246302.42511778913,256223.72236152872,266425.5403809468,276466.6059138199,277577.21079520334
IIASA 2023,SSP2,Latvia,GDP|PPP per capita,USD_2021/yr,39687.90933363707,41192.02347126823,42724.17322434841,44983.948586969076,47275.109077665824,49615.44899026645,52364.827878836615,56063.66857539766,59808.14410677993,63064.54191659477,66111.57305920254,69322.56282965743,72640.23434581391,76103.73282792533,79412.03183330562,80268.14490766906
IIASA 2023,SSP2,Macao,GDP|PPP per capita,USD_2021/yr,107324.47217505124,113995.66601456198,123642.28651759189,131783.57452159846,142117.1765332021,153285.8921490453,164499.64845678216,177042.0994362019,189826.75960639733,201109.1229973897,210993.8961006201,220653.94801769644,230598.1823448424,241377.5954929694,251352.2555839005,254387.75031309453
IIASA 2023,SSP2,Morocco,GDP|PPP per capita,USD_2021/yr,9667.403854933818,10720.000745564588,12004.319937689506,13696.477770963022,15817.206998525053,18254.830886110845,21084.79322736067,24398.13324664577,28208.988300636884,32209.201079838767,36156.06681908866,40039.45395972084,43952.71239628968,47924.1998020266,51786.89781843743,53971.01875867408
IIASA 2023,SSP2,Moldova,GDP|PPP per capita,USD_2021/yr,13587.65109366947,14079.738140709182,14800.148155060902,15612.289015805845,16582.425899355338,17773.147781929067,19174.337082398775,20924.787780059854,22951.911582364737,25094.405540546624,27211.312018030574,29371.27361976269,31694.46378322434,34315.42426469693,37110.80954523901,38871.06414918858
IIASA 2023,SSP2,Madagascar,GDP|PPP per capita,USD_2021/yr,1800.492780372567,2158.3194670495,2566.0704881582446,2995.5186839334974,3462.372518096676,3975.7625855257,4540.44758840287,5164.25013274085,5854.312256402085,6621.943633021857,7474.870208568932,8422.594682718267,9469.678121188163,10626.595112750167,11909.234710261924,12919.109743240628
IIASA 2023,SSP2,Maldives,GDP|PPP per capita,USD_2021/yr,26757.66995547229,29559.021890846838,32493.618382663142,35035.69864684815,37096.45821318937,38955.43611355589,41075.04252607192,43567.80334348851,46437.950370738756,49037.38341372587,51107.586161479565,52794.71847630634,54574.88773571777,56360.44425233008,58103.69072056918,58245.708580692255
IIASA 2023,SSP2,Mexico,GDP|PPP per capita,USD_2021/yr,22371.313935565817,24861.298922234688,27437.351706566187,29983.566388284456,32528.33999322411,35154.18824227186,37853.67989742677,40463.836532117704,43035.98365518653,45574.08681944725,48107.38347083992,50568.43722809202,53023.622862494216,55356.04392540583,57602.457201063924,58142.55825459596
IIASA 2023,SSP2,North Macedonia,GDP|PPP per capita,USD_2021/yr,20231.380174742186,21115.338587561677,22232.62104593985,23889.769407701064,25939.762866028952,28220.417859590394,30623.272556444696,33176.03858231045,36096.112796106136,39297.05966659604,42718.68348842852,46171.44521915615,49746.983310933516,53403.4004777965,57128.550347639466,59268.70218212245
IIASA 2023,SSP2,Mali,GDP|PPP per capita,USD_2021/yr,2540.203562735925,3061.3756932512615,3647.375148802051,4245.902694442888,4863.98788498181,5488.432460648574,6117.4829597641865,6766.357850672351,7432.661720703115,8120.146428847962,8836.04384824774,9570.600171671096,10361.523792255693,11210.750037998696,12132.501548462442,12573.7441004916
IIASA 2023,SSP2,Malta,GDP|PPP per capita,USD_2021/yr,60698.45331989496,70806.90226763696,81019.61936568253,88075.5876661749,93522.38394843943,97665.31331124577,101962.19676548023,106877.80230619603,113025.7827844261,119018.44102351647,125145.84158108773,131558.90375611675,138343.8101558917,145781.1432802882,153717.18167596703,157602.00718115017
IIASA 2023,SSP2,Myanmar,GDP|PPP per capita,USD_2021/yr,4803.507032229674,5366.813104254311,6061.855645931934,6918.166127396881,7987.697114476446,9231.42566569239,10637.711404452886,12213.315932392783,13997.484208724376,15932.640303377138,18003.244189999783,20132.124886592977,22373.005935669895,24726.509373631623,27175.11411822977,28714.54833480668
IIASA 2023,SSP2,Montenegro,GDP|PPP per capita,USD_2021/yr,25488.992300518184,26561.00878643433,27955.217162856476,29846.138080909197,32164.182208127433,34489.25816115336,37111.924440571274,39834.248052730945,42979.15990117546,46005.195820135734,49019.71284571715,51994.19917093592,55003.052994263555,58009.15925371629,61009.30404345242,62141.38744553274
IIASA 2023,SSP2,Mongolia,GDP|PPP per capita,USD_2021/yr,15084.118024134654,16220.648890090913,17586.89222046424,19235.524186398405,21558.238914572063,24249.042247924754,27193.95868540779,30359.399422778366,33803.84749028278,37275.702304301325,40637.76450317296,44077.60678292659,47721.99227397615,51506.569038630005,55212.356215717526,56717.860919868384
IIASA 2023,SSP2,Mozambique,GDP|PPP per capita,USD_2021/yr,1544.1698301287154,1870.8217425791042,2236.291125266805,2600.5828458870046,2970.9493054404543,3358.707972209539,3769.7002093303563,4214.977937087653,4722.117478361822,5297.56583346792,5961.409423798212,6715.532946470595,7587.895408704794,8576.540190935522,9686.4756329872,10515.6918462612
IIASA 2023,SSP2,Mauritania,GDP|PPP per capita,USD_2021/yr,6635.181773223782,7653.650411322274,8810.244341845175,10083.022173844704,11525.084169123065,13183.414173367562,15046.265929330122,17127.901540321967,19408.18795074875,21851.956691622094,24453.608807062337,27242.75056436678,30172.864411270188,33149.8148442981,36127.11143617905,37776.39401287476
IIASA 2023,SSP2,Mauritius,GDP|PPP per capita,USD_2021/yr,27555.49602573547,28832.349437204204,30717.59044152177,33184.57893491283,35934.62675296936,39136.20916293067,42791.395812559094,46393.35725615014,50002.34777223534,53471.26322993613,57076.20361314331,60692.6030498179,64067.25614912707,67138.25825761433,70030.84077807273,70888.95871989791
IIASA 2023,SSP2,Malawi,GDP|PPP per capita,USD_2021/yr,1700.2444569128459,2106.54867369848,2575.26057395058,3082.260180300753,3611.9876473514596,4174.399064482047,4780.703553684547,5444.94423245664,6172.589474820445,6958.9585749042935,7839.12169618879,8825.112591464887,9948.845095990697,11189.960943396301,12571.443476615123,13594.424748174884
IIASA 2023,SSP2,Malaysia,GDP|PPP per capita,USD_2021/yr,34869.298530061336,38557.445023099506,42485.80777955941,46379.77040988447,49926.71887834638,53242.56919540671,56423.56360581981,60386.27152527921,64209.216573922065,67937.38123135021,71378.87363129831,74723.35438927694,77863.88103844067,81148.9448609995,85482.04146803296,88039.756638084
IIASA 2023,SSP2,Namibia,GDP|PPP per capita,USD_2021/yr,10714.985254402729,11258.649101724324,11969.261625529653,12754.296332567483,13786.436780874366,15033.014670864664,16421.799097275285,17963.354163837113,19759.751476976016,21831.725350751934,24105.866698486094,26523.377093141557,29118.121396222745,31944.26016248427,35075.32632961822,37072.07240924216
IIASA 2023,SSP2,Niger,GDP|PPP per capita,USD_2021/yr,1640.7891705432517,2012.509195316548,2422.610643873135,2820.9327200420516,3215.3493583741542,3610.999565975696,4021.875725178436,4457.594863036849,4937.748978103167,5473.12124468314,6066.383584815812,6733.126757014442,7463.8628676655635,8269.437503217963,9155.421070445931,9700.605305937319
IIASA 2023,SSP2,Nigeria,GDP|PPP per capita,USD_2021/yr,5655.431430657919,6459.203658341831,7352.997797896348,8298.73484973689,9329.054315962294,10497.45755277731,11776.705338158905,13134.515765330338,14553.198778509828,16084.99837691263,17775.510027787554,19625.776748471504,21637.341353655254,23755.956506365917,25986.959402179175,27180.78957128393
IIASA 2023,SSP2,Nicaragua,GDP|PPP per capita,USD_2021/yr,6831.15956625909,8160.443991651364,9654.874720725602,11214.654142328705,12919.295227867016,14745.046806887573,16694.773015362043,18794.33331425936,21100.07212726213,23591.781187403496,26206.83814278313,28904.181537776676,31632.447958843324,34474.320166803394,37405.85238263805,39264.06635854442
IIASA 2023,SSP2,Netherlands,GDP|PPP per capita,USD_2021/yr,68048.54130210223,71916.68089382866,75823.60822314286,79290.84571463555,85665.83892786266,91460.78175451026,97830.9637367208,102888.90617045177,109185.66589137354,115341.9366760169,121621.89347854316,128142.54799600612,134819.97553408617,141627.33095316248,148471.5310350164,150685.60530724248
IIASA 2023,SSP2,Norway,GDP|PPP per capita,USD_2021/yr,77458.1958590326,81545.06540940898,85909.28948628448,90409.57681984227,94812.6020839291,99037.7039012404,103777.01099990089,110408.2565905637,117046.82094992025,122672.05572387122,127939.42986330413,133545.87868429872,139420.9588185886,145416.04622966298,151118.4048759254,151255.73713827197
IIASA 2023,SSP2,Nepal,GDP|PPP per capita,USD_2021/yr,5078.274226186053,5621.319501792975,6276.460929175607,7001.760980351034,7828.087989070376,8762.780835861793,9847.631024267292,11046.665598022013,12423.749975927516,14028.014603849526,15917.96154479564,18045.98249922401,20401.845846938075,22977.772715739473,25857.511370880726,28177.416284459614
IIASA 2023,SSP2,New Zealand,GDP|PPP per capita,USD_2021/yr,50160.82034266254,52877.6355478415,55603.622995333775,58287.054885272155,61230.73670837126,63509.015293753684,65659.58605126223,67952.49695214906,70287.97754118285,72357.38913714237,74395.78797555246,76899.04329041982,80350.38295333556,84499.876927132,89017.96468137634,90986.59320951179
IIASA 2023,SSP2,Oman,GDP|PPP per capita,USD_2021/yr,39172.217461691806,41571.73098720543,44258.02814799745,46397.145744243375,48281.25010849333,50287.31420031987,52478.76857105256,55529.12729995926,59585.54011251021,62947.909386405234,65342.74228022588,67248.96277821243,69200.28974145536,71169.89181548552,73339.45302623522,74007.35127571799
