"Model","Scenario","Region","Variable","Unit","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"IIASA GDP 2023","SSP1","Aruba","GDP|PPP","billion USD_2017/yr",4.55177125809898,5.17514674091562,5.85006168183137,6.53351091324465,7.17428240762845,7.76799149882503,8.38069792743347,9.12776447494673,9.9814952766391,10.8548270705955,11.7661048379643,12.7026156480177,13.6322519889113,14.5010004302871,15.253422716109,15.615742479738
"IIASA GDP 2023","SSP1","Afghanistan","GDP|PPP","billion USD_2017/yr",38.776222554997,56.64874233855,82.829380138455,120.291453479629,172.685996103396,242.960986078637,327.105955063261,423.640014479225,527.886109816487,637.688750286834,745.606295378209,846.558704775608,937.135060887325,1018.19428210819,1090.5675008987,1127.37236516377
"IIASA GDP 2023","SSP1","Angola","GDP|PPP","billion USD_2017/yr",233.488317667248,274.637229893673,317.522757085201,375.740634839622,451.796877978475,555.834153818924,691.600416362242,864.812783881869,1070.29205491251,1304.3897944005,1555.30639494512,1810.33585101411,2054.59187009517,2279.96869657207,2476.90406267239,2578.52061211957
"IIASA GDP 2023","SSP1","Albania","GDP|PPP","billion USD_2017/yr",47.4110750626342,52.2696408614509,57.6288647786683,64.9542094621442,70.5568075207739,74.9761219823683,79.0010850270371,83.9249460591236,90.6016211700558,96.0855508215184,100.143829851086,102.783202316081,104.634990374111,105.650176335187,106.269103788501,104.419452686196
"IIASA GDP 2023","SSP1","United Arab Emirates","GDP|PPP","billion USD_2017/yr",784.698183913743,978.983956460074,1194.38991470019,1367.2782921148,1506.20885307508,1614.98785742772,1742.08538300923,1893.91286043743,2063.33008988812,2206.30651219753,2277.82533188918,2285.44028039229,2251.57261998579,2196.30094509542,2130.79179345638,2032.80897370153
"IIASA GDP 2023","SSP1","Argentina","GDP|PPP","billion USD_2017/yr",1081.92765621917,1219.6979838267,1373.77667667048,1539.24523567433,1717.45395588383,1902.11926728036,2074.9226785642,2257.3996240456,2429.16368702722,2583.21820773033,2698.61997333644,2782.90328663044,2847.273306532,2900.02094122248,2965.31827921986,2998.12989570186
"IIASA GDP 2023","SSP1","Armenia","GDP|PPP","billion USD_2017/yr",51.6853896320902,54.5842938454208,58.2545016858072,63.3848324266722,68.8749790158569,74.4041756731918,80.4892688237549,87.7315514041134,95.6302975087793,102.600596304402,108.786065980939,114.472709095509,120.072154206882,125.31197074867,130.086247888214,131.371951052655
"IIASA GDP 2023","SSP1","Antigua and Barbuda","GDP|PPP","billion USD_2017/yr",2.194934952628,2.54621259628721,2.93863233512469,3.42372938073959,3.93487370080867,4.44827936213937,4.89738873313254,5.3661218360138,5.78455492747338,6.14077020195387,6.41747769782652,6.61611024096687,6.72948612441202,6.83614157740175,6.98224581231373,7.01542793860992
"IIASA GDP 2023","SSP1","Australia","GDP|PPP","billion USD_2017/yr",1455.10647846814,1586.82456007503,1723.62660202781,1855.84918118522,2010.14913783266,2186.28693008988,2376.6317256528,2595.25741657477,2830.69382694341,3064.77048537613,3287.08361791339,3504.91679975027,3708.67363188174,3886.24443852116,4023.96200455345,4029.61388776688
"IIASA GDP 2023","SSP1","Austria","GDP|PPP","billion USD_2017/yr",528.959839653004,559.452227955064,592.414628981349,632.163917166905,667.799550665819,704.868536292783,739.876935263876,797.637033533946,861.807185300388,928.507949187773,992.735243659346,1052.6603119925,1101.99865039651,1140.99596142325,1167.20207309658,1158.46690352015
"IIASA GDP 2023","SSP1","Azerbaijan","GDP|PPP","billion USD_2017/yr",165.984342600039,181.634656130631,195.063974580733,214.896105914872,240.828109317156,267.812577213054,294.756123487833,324.653656461613,357.757722123351,390.306237084088,418.565649674045,443.678581636256,468.370152349425,491.661063818327,511.477593371499,516.811077459394
"IIASA GDP 2023","SSP1","Burundi","GDP|PPP","billion USD_2017/yr",10.5909606924959,16.9835887180634,26.7392749905024,41.3946180982682,63.0459550142238,94.0261757097174,134.554633782906,182.944552249476,236.573994583401,292.768292684872,348.382239463358,400.093438420712,447.112656196113,488.895720447925,525.411954648075,544.077649219507
