"Model","Scenario","Region","Variable","Unit","2020","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"IIASA-WiC POP 2023","SSP1","Timor-Leste","Population","million",1.289747,1.385974,1.4757989999999999,1.554116,1.6168969999999998,1.6668509999999999,1.703295,1.724482,1.7296070000000001,1.722633,1.7055660000000001,1.678723999999999,1.642407,1.595567,1.5393759999999999,1.476629,1.410752
"IIASA-WiC POP 2023","SSP1","Tonga","Population","million",0.10487600000000001,0.10744100000000001,0.108977999999999,0.109624,0.10950900000000001,0.10875000000000001,0.10727400000000001,0.104916,0.10175000000000001,0.09863300000000001,0.09579000000000001,0.09330200000000001,0.091086,0.089117,0.087264,0.085522,0.08385200000000001
"IIASA-WiC POP 2023","SSP1","Trinidad and Tobago","Population","million",1.5139010000000002,1.525123,1.5249519999999999,1.515174,1.496883,1.473407,1.4434339999999999,1.407726,1.36683,1.3230870000000001,1.276849,1.228364,1.1779760000000001,1.127666,1.079386999999999,1.033645,0.9898309999999999
"IIASA-WiC POP 2023","SSP1","Tunisia","Population","million",12.106245000000001,12.582908,12.945655,13.170159,13.300148,13.386837,13.418521,13.371860999999999,13.237003000000001,13.028712,12.764690000000002,12.462235000000002,12.133675,11.787031,11.42957,11.068582000000001,10.703766
"IIASA-WiC POP 2023","SSP1","Turkey","Population","million",83.811677,86.994139,89.68733300000011,91.805109,93.4594690000001,94.7264,95.4475570000001,95.602022,95.1381840000001,94.199632,92.8917189999999,91.260743,89.362711,87.24419800000001,84.95062299999991,82.530317,80.0227759999999
"IIASA-WiC POP 2023","SSP1","Taiwan","Population","million",23.800895,23.49916,23.119519,22.631945,21.99661,21.253434000000002,20.451087,19.556708,18.615772,17.680839,16.746596,15.805379,14.888698,14.02499,13.233685,12.517541,11.868116
"IIASA-WiC POP 2023","SSP1","Tanzania","Population","million",60.771967,69.624166,78.321695,86.8190360000001,94.99971099999999,103.113219,110.99163,118.012106,124.121045,129.401588,133.826841,137.510874,140.278679,142.054033,142.8726,142.844777,142.035538
"IIASA-WiC POP 2023","SSP1","Uganda","Population","million",43.685862,50.387623,57.158693999999905,63.794383,70.1088029999999,76.31830599999999,82.340147,87.67842999999999,92.32968699999991,96.365894,99.8616470000001,102.64765700000001,104.67884600000001,105.931465,106.452909,106.368314,105.743529
"IIASA-WiC POP 2023","SSP1","Ukraine","Population","million",44.090697999999996,36.441953000000005,37.078571000000004,37.173939,36.8287779999999,36.198788,35.443579,34.607941,33.734907,32.817082000000006,31.862742,30.882749,29.885273,28.881743,27.895119,26.943414,26.010035000000002
"IIASA-WiC POP 2023","SSP1","Uruguay","Population","million",3.428267,3.404360999999999,3.3813359999999992,3.350739,3.3092040000000003,3.259353,3.198036,3.124045,3.038503,2.946859,2.851063,2.7514339999999997,2.647859,2.5398229999999993,2.425992,2.304138,2.172128
"IIASA-WiC POP 2023","SSP1","United States","Population","million",335.388236,342.06196700000004,349.790925,357.289528,364.160468,370.461952,376.146515,380.486425,383.958568,386.82395299999996,389.355282,391.39441800000003,392.501973,392.18633,390.155587,386.290251,379.99306
"IIASA-WiC POP 2023","SSP1","Uzbekistan","Population","million",33.243472000000004,35.887748,38.051671000000006,39.8509239999999,41.413228000000004,42.8393359999999,43.998470000000005,44.744542,45.069996,45.090556,44.898623,44.519044,43.954775000000005,43.229188,42.396432999999995,41.508936999999996,40.559546000000005
"IIASA-WiC POP 2023","SSP1","Saint Vincent and the Grenadines","Population","million",0.104708,0.10174200000000001,0.09991599999999999,0.09764199999999901,0.095014,0.09222899999999999,0.089088,0.085666,0.082066,0.078629,0.075408,0.072368,0.06950200000000001,0.06676,0.06414,0.0616,0.059121999999999994
"IIASA-WiC POP 2023","SSP1","Venezuela","Population","million",28.628829000000003,29.676842,30.708936,31.56181,32.157703000000005,32.552676,32.7457,32.771634,32.651206,32.411702000000005,32.080905,31.674214,31.198826,30.660411,30.048469,29.333923,28.379591
"IIASA-WiC POP 2023","SSP1","United States Virgin Islands","Population","million",0.100544,0.098106,0.09582500000000001,0.09359300000000001,0.09141600000000001,0.08955,0.08791399999999999,0.086385999999999,0.08487,0.083414,0.08204,0.08078,0.079529,0.07820600000000001,0.076704,0.074767,0.07230800000000001
"IIASA-WiC POP 2023","SSP1","Viet Nam","Population","million",96.203591,99.528542,101.921791,103.35915700000001,104.050865,104.264622,104.02358000000001,103.269286,101.903186,100.000229,97.663654,95.0057429999999,92.115153,89.03434299999999,85.77721400000001,82.373354,78.87173699999991
"IIASA-WiC POP 2023","SSP1","Vanuatu","Population","million",0.30798000000000003,0.340536,0.36968700000000004,0.39657000000000003,0.42099000000000003,0.443885,0.46382899999999905,0.47984000000000004,0.49206500000000003,0.5010789999999999,0.5070950000000001,0.510164,0.5109319999999999,0.509672,0.506475,0.501388,0.494104
"IIASA-WiC POP 2023","SSP1","Samoa","Population","million",0.21306200000000003,0.22531500000000002,0.234619,0.24134000000000003,0.24569100000000002,0.248651999999999,0.24975399999999998,0.24847699999999998,0.244939,0.24099500000000001,0.236893,0.23291,0.22932000000000002,0.226079,0.223,0.220086,0.21722200000000003
"IIASA-WiC POP 2023","SSP1","Yemen","Population","million",31.927134,35.484692,38.856445,41.866366,44.496403,46.892453,48.954724999999996,50.601577,51.818037,52.621568,52.985122000000004,52.943189,52.584133,51.986067999999904,51.174073,50.146369,48.885445000000004
"IIASA-WiC POP 2023","SSP1","South Africa","Population","million",58.466146,60.8474630000001,63.369771,65.3282640000001,66.734077,67.75891800000001,68.479779,68.67589100000001,68.361416,67.62625,66.4908189999999,64.99326400000001,63.13889100000001,61.005762999999895,58.673651,56.218309999999995,53.66643800000001
"IIASA-WiC POP 2023","SSP1","Zambia","Population","million",18.654917,21.124714,23.523813999999998,25.833801,27.994078000000002,30.049499,31.969323,33.62281900000001,34.990825,36.067992,36.85960300000001,37.360839,37.564473,37.516176,37.228193,36.694839,35.935687
"IIASA-WiC POP 2023","SSP1","Zimbabwe","Population","million",15.505219,16.906624,18.221,19.398377,20.405206,21.305494,22.076741000000002,22.631342,22.948610000000002,23.096791000000003,23.095202,22.999812000000002,22.827051,22.576613000000002,22.229534,21.793275,21.274708999999998
"IIASA-WiC POP 2023","SSP2","Aruba","Population","million",0.10666400000000001,0.108773,0.11108000000000001,0.113276,0.115413,0.117422,0.11927399999999999,0.12113000000000002,0.12320600000000001,0.125164,0.126975,0.128472,0.129443,0.12985300000000002,0.12968100000000002,0.128913,0.127495
"IIASA-WiC POP 2023","SSP2","Afghanistan","Population","million",38.326031,44.165117,50.402282,56.790519,63.199314,69.513279,75.6200940000001,81.388008,86.71659600000001,91.547885,95.72759200000012,99.21278699999989,101.86582399999999,103.700568,104.968886,105.77567200000001,106.116831
"IIASA-WiC POP 2023","SSP2","Angola","Population","million",32.899002,38.359026,44.109038999999996,50.164672,56.447914,62.758739999999996,68.99630400000001,75.0302940000001,80.844842,86.25498900000001,91.113125,95.404473,98.970686,101.727378,103.61931200000001,104.90878599999999,105.655693
"IIASA-WiC POP 2023","SSP2","Albania","Population","million",2.8721300000000003,2.7928919999999993,2.71529,2.615463,2.502981,2.385456999999999,2.267882,2.152949,2.042264,1.943096,1.854005,1.7723389999999992,1.695654,1.6226559999999992,1.5528620000000002,1.489053,1.434299
"IIASA-WiC POP 2023","SSP2","United Arab Emirates","Population","million",9.247554000000001,9.792072000000001,10.293678,10.718208,11.07734,11.401145000000001,11.694125,11.916954,12.033813,11.994423000000001,11.802186,11.482985000000001,11.086581,10.672362999999999,10.285696,9.951524999999991,9.647250000000009
"IIASA-WiC POP 2023","SSP2","Argentina","Population","million",44.908440999999996,46.046193,47.225774,48.320108999999995,49.298657,50.120031000000004,50.764316,51.224476,51.456343000000004,51.493465,51.364513,51.0831,50.655860000000004,50.092879,49.413354,48.6379,47.798229
"IIASA-WiC POP 2023","SSP2","Armenia","Population","million",2.812494,2.761986,2.718854,2.66552,2.611725,2.561087,2.511292,2.461032,2.4103,2.364189,2.321901,2.281937,2.243057,2.206341,2.175424,2.152321,2.135211
"IIASA-WiC POP 2023","SSP2","Antigua and Barbuda","Population","million",0.092375,0.09545200000000001,0.09811299999999999,0.10031100000000001,0.101983999999999,0.103085,0.103738,0.10400899999999999,0.10405700000000001,0.10379200000000001,0.103223,0.10234900000000001,0.10111,0.09947600000000001,0.09745799999999999,0.095124,0.09246800000000001
"IIASA-WiC POP 2023","SSP2","Australia","Population","million",25.544183,26.566333,27.552490000000002,28.470408,29.338964,30.196575000000003,31.068778,31.882165,32.636666000000005,33.290315,33.854980000000005,34.329252999999994,34.697285,34.930597999999996,35.026830000000004,35.013541,34.921482000000005
"IIASA-WiC POP 2023","SSP2","Austria","Population","million",8.901099999999989,9.044760000000009,9.105749,9.151673,9.18961,9.230024,9.265948999999999,9.28067800000001,9.277235000000001,9.256742000000001,9.233559999999999,9.203610000000001,9.15243400000001,9.072690000000001,8.969118,8.850121999999999,8.721110000000001
"IIASA-WiC POP 2023","SSP2","Azerbaijan","Population","million",10.273527,10.492207,10.72857,10.942531,11.101501,11.172021,11.165344,11.110897000000001,11.032795,10.931864,10.801252,10.639155,10.450946,10.254524,10.059084,9.868492,9.67347400000001
"IIASA-WiC POP 2023","SSP2","Burundi","Population","million",12.053895,13.674714999999999,15.345504000000002,17.092855,18.884931,20.644617,22.312141,23.830484000000002,25.184777999999998,26.400351,27.462038,28.367764,29.082452,29.58976,29.935215,30.146453,30.243984
"IIASA-WiC POP 2023","SSP2","Belgium","Population","million",11.54127,11.693097999999999,11.812401,11.938724,12.073326,12.209279,12.342674,12.444478,12.529361000000002,12.600789,12.667786,12.727955,12.7667,12.771939,12.742308999999999,12.686045,12.607799000000002
"IIASA-WiC POP 2023","SSP2","Benin","Population","million",12.466822,14.282402000000001,16.188294,18.149674,20.150897,22.150927,24.124734,26.018254000000002,27.777822,29.437378000000002,30.944002,32.301941,33.436750999999994,34.368729,35.0773519999999,35.614166,36.006835
"IIASA-WiC POP 2023","SSP2","Burkina Faso","Population","million",21.23189,24.190355,27.353587,30.679949,34.126978,37.596482,40.991427,44.182561,47.1678519999999,49.968755,52.568110000000004,54.936993,56.997398000000004,58.6857,60.014636,61.079608,61.969979
"IIASA-WiC POP 2023","SSP2","Bangladesh","Population","million",166.42699100000002,175.528001,183.373437,189.54784400000003,194.161517,197.348858,199.283419,200.108812,199.771685,198.396591,196.09223300000002,193.032804,189.393574,185.262633,180.753927,176.005054,171.297294
"IIASA-WiC POP 2023","SSP2","Bulgaria","Population","million",7.02023900000001,6.678009,6.423876,6.18287100000001,5.957062,5.747942,5.558138,5.380608,5.209718,5.042848,4.881818,4.729388,4.592736,4.473836,4.373131000000001,4.28454300000001,4.196335
"IIASA-WiC POP 2023","SSP2","Bahrain","Population","million",1.494035,1.62411,1.744216,1.856027,1.9622169999999999,2.061001,2.148983,2.220679999999999,2.274202,2.302458,2.306893,2.290422,2.257669,2.215613,2.170595,2.124603,2.07402
"IIASA-WiC POP 2023","SSP2","Bahamas","Population","million",0.405769,0.41547799999999996,0.425289,0.433851999999999,0.440395,0.444828,0.44723700000000005,0.44786099999999995,0.44717599999999996,0.44526099999999996,0.442368,0.43844299999999903,0.433284,0.426799,0.419049,0.4103,0.400918
"IIASA-WiC POP 2023","SSP2","Bosnia and Herzegovina","Population","million",3.340977,3.180792,3.062876,2.9369449999999997,2.806279,2.6762420000000002,2.551093,2.433531,2.323629,2.223739,2.132193,2.047539,1.9700989999999998,1.8995570000000002,1.835761,1.777366,1.7225359999999998
"IIASA-WiC POP 2023","SSP2","Belarus","Population","million",9.661039,9.393647000000001,9.216821,9.04871900000001,8.899873,8.77219100000001,8.651725,8.5224,8.386822,8.246501,8.107916,7.971994,7.836704,7.702511,7.570721,7.437816,7.293725
"IIASA-WiC POP 2023","SSP2","Belize","Population","million",0.392424,0.423803,0.45470900000000003,0.48236000000000007,0.5065959999999999,0.528199,0.547594,0.564693,0.5794509999999999,0.5912109999999999,0.599851999999999,0.605154,0.607607,0.607429999999999,0.604987000000001,0.600637,0.594581
"IIASA-WiC POP 2023","SSP2","Bolivia","Population","million",11.862352000000001,12.619884,13.441895,14.2089,14.887058000000001,15.478812,15.959772000000001,16.323379000000003,16.587176,16.77615,16.894955999999997,16.950125,16.929754000000003,16.847473,16.713304,16.540170999999997,16.33551
"IIASA-WiC POP 2023","SSP2","Brazil","Population","million",212.564938,217.561951,222.22066800000002,225.602922,227.643791,228.382237,227.81337100000002,226.154079,223.527486,219.98681,215.662394,210.670582,205.115032,199.309975,193.427095,187.625721,182.011177
"IIASA-WiC POP 2023","SSP2","Barbados","Population","million",0.280426,0.282569,0.284049,0.28454599999999997,0.283904999999999,0.282393,0.280221,0.277932,0.275929,0.27400399999999997,0.27208000000000004,0.270097,0.267976,0.265513,0.262778,0.25977,0.256305
"IIASA-WiC POP 2023","SSP2","Brunei Darussalam","Population","million",0.439894,0.46132199999999995,0.48020199999999996,0.49661099999999997,0.510817,0.52283,0.532415,0.5393359999999999,0.543887,0.545824999999999,0.5458459999999999,0.5445569999999991,0.542353,0.539468,0.53612,0.532319,0.527779
"IIASA-WiC POP 2023","SSP2","Bhutan","Population","million",0.769996999999999,0.797728,0.822626,0.8434139999999991,0.8589930000000001,0.868655,0.872347,0.870574,0.8637659999999999,0.8515,0.833716,0.8109230000000001,0.7843380000000011,0.7553390000000001,0.725807999999999,0.6965480000000001,0.668015999999999
"IIASA-WiC POP 2023","SSP2","Botswana","Population","million",2.523551,2.7333410000000002,2.932169,3.114883,3.276831,3.415210999999999,3.520959,3.592893,3.638584,3.661269,3.6634979999999997,3.64825,3.61358,3.563921,3.497433,3.419253,3.331365
"IIASA-WiC POP 2023","SSP2","Central African Republic","Population","million",5.272024,6.099697,7.04011499999999,8.039502,9.056415999999999,10.071138000000001,11.083715,12.067404000000002,13.008605,13.905094,14.745262,15.514895000000001,16.202266,16.804812000000002,17.302789,17.703283,18.035757
"IIASA-WiC POP 2023","SSP2","Canada","Population","million",37.758236,38.643509,39.443004,40.185866000000004,40.862898,41.505006,42.171046000000004,42.738774,43.273856,43.765387000000004,44.224157,44.601110999999996,44.846438000000006,44.926913,44.839693,44.615118,44.290476000000005
"IIASA-WiC POP 2023","SSP2","Switzerland","Population","million",8.606425999999999,8.848779,9.018386000000001,9.173428,9.32610300000001,9.490568,9.67349200000001,9.83761200000001,9.976905,10.084758,10.178735000000001,10.263333000000001,10.331051,10.373223,10.387667,10.376593999999999,10.341987
"IIASA-WiC POP 2023","SSP2","Chile","Population","million",19.206692,19.581017,19.949889,20.227035,20.394901,20.457771,20.438799,20.329918000000003,20.131603,19.854625000000002,19.514107,19.111552,18.652048999999998,18.14083,17.592384,17.030712,16.482444
"IIASA-WiC POP 2023","SSP2","China","Population","million",1423.9980170000001,1426.370434,1416.272717,1398.856023,1375.702412,1345.324433,1306.025392,1257.592713,1203.2158140000001,1146.749636,1091.65903,1038.70914,986.647114,935.604942999999,887.408687000001,842.783736000001,800.2158090000011
"IIASA-WiC POP 2023","SSP2","C?te d'Ivoire","Population","million",26.477572000000002,29.761586,33.078738,36.366531,39.543985,42.554585,45.332577,47.861013,50.08073,52.02046300000001,53.6708639999999,54.986079,55.948571,56.671344,57.207693,57.565195,57.730669999999996
"IIASA-WiC POP 2023","SSP2","Cameroon","Population","million",26.137122,29.624645,33.201023,36.782301,40.324686999999905,43.795730000000006,47.105848,50.1985569999999,52.968345,55.413945,57.536364000000006,59.190071,60.455875999999996,61.305912,61.814446000000004,62.043666,62.014443
"IIASA-WiC POP 2023","SSP2","Democratic Republic of the Congo","Population","million",91.33195500000011,107.545141,125.550613,144.875029,165.357483,186.686544,208.416277,230.056603,251.273724,271.61503700000003,290.858518,308.709722,324.72992800000003,338.71074300000004,349.973542,358.57795600000003,364.55469
"IIASA-WiC POP 2023","SSP2","Congo","Population","million",5.635288,6.343073,7.073203,7.8196259999999995,8.560861000000001,9.274492,9.950906000000002,10.571254000000001,11.124508,11.621461,12.045011,12.376665000000001,12.622091000000001,12.796559,12.905469,12.950438,12.934565000000001
"IIASA-WiC POP 2023","SSP2","Colombia","Population","million",50.617025999999996,52.418803000000004,54.193535000000004,55.597123,56.625133000000005,57.273481000000004,57.593308,57.636127,57.435914,57.018611,56.394002,55.572196000000005,54.532819,53.348143,52.08693,50.818419999999996,49.607447
"IIASA-WiC POP 2023","SSP2","Comoros","Population","million",0.798327,0.880909000000001,0.9633510000000001,1.043395,1.120933,1.194869,1.263599,1.324686,1.376028,1.419503,1.452683,1.477546,1.493277,1.502721,1.5071489999999992,1.506713,1.501228
"IIASA-WiC POP 2023","SSP2","Cabo Verde","Population","million",0.579929,0.608097999999999,0.6341669999999999,0.6553979999999999,0.672566,0.6853219999999991,0.6938489999999999,0.698079,0.6984450000000001,0.695847999999999,0.690381999999999,0.6819879999999999,0.671257,0.6585960000000001,0.645025,0.631761,0.6195200000000001
"IIASA-WiC POP 2023","SSP2","Costa Rica","Population","million",5.105361,5.256654,5.40906700000001,5.537746,5.639492000000001,5.711679,5.75103800000001,5.761894000000001,5.749131,5.714681,5.659395000000001,5.579778,5.476208000000009,5.351755,5.21436,5.071476,4.92783100000001
"IIASA-WiC POP 2023","SSP2","Cuba","Population","million",11.309226,11.210609,11.143224,11.033626,10.885102999999999,10.693628,10.466029,10.199303,9.909868000000001,9.617715,9.34777,9.10336900000001,8.880806000000002,8.659248999999999,8.439485000000001,8.22275,8.021937
"IIASA-WiC POP 2023","SSP2","Cura?ao","Population","million",0.188601,0.19491799999999998,0.201296,0.20728200000000002,0.21282700000000002,0.21803000000000003,0.22302000000000002,0.228009,0.233128,0.237429,0.240642,0.242453,0.24267899999999998,0.241287,0.23844200000000002,0.23427299999999998,0.229056999999999
"IIASA-WiC POP 2023","SSP2","Cyprus","Population","million",1.233777,1.284648,1.315722,1.342555,1.3683450000000001,1.394777,1.421568,1.443391,1.45923,1.466256,1.465152,1.456386,1.4398710000000001,1.417,1.390674,1.363848,1.336744
"IIASA-WiC POP 2023","SSP2","Czechia","Population","million",10.537908,10.850736000000001,10.712527,10.556370999999999,10.419177,10.318603999999999,10.246019,10.176889,10.085363,9.951602999999999,9.78497500000001,9.61517500000001,9.464674,9.339462,9.230338,9.128555,9.02137700000001
"IIASA-WiC POP 2023","SSP2","Germany","Population","million",83.267652,83.60216700000001,83.0180049999999,82.4260400000001,81.8918360000001,81.4261849999999,80.9611430000001,80.439044,79.880692,79.28470600000001,78.73916700000001,78.189718,77.50963800000001,76.643921,75.64690399999999,74.5844399999999,73.461989
"IIASA-WiC POP 2023","SSP2","Djibouti","Population","million",1.082341,1.154040999999999,1.223673,1.28833,1.345524,1.3937300000000001,1.429303,1.4542709999999999,1.468795,1.4761229999999999,1.47797,1.4746839999999999,1.465015,1.4496069999999999,1.428774,1.403997,1.376307
"IIASA-WiC POP 2023","SSP2","Denmark","Population","million",5.810771,5.903406,5.965484000000001,6.019892,6.066407,6.112497999999999,6.170291000000001,6.226603,6.284472,6.341729000000001,6.401049,6.461122,6.516046999999999,6.555937,6.57722500000001,6.586453000000001,6.591498
"IIASA-WiC POP 2023","SSP2","Dominican Republic","Population","million",10.939341,11.536841,12.06765,12.519174000000001,12.880615,13.146143,13.344914000000001,13.484746,13.570572,13.605326999999999,13.592163000000001,13.539076,13.448394,13.33164,13.1934,13.039716,12.870055
"IIASA-WiC POP 2023","SSP2","Algeria","Population","million",43.0909919999999,46.733634,49.867678999999995,52.621892,55.228058,57.747062,60.088849,61.957572999999904,63.274284,64.0752,64.568813,64.933188,65.246545,65.49538700000001,65.605348,65.532883,65.2168449999999
"IIASA-WiC POP 2023","SSP2","Ecuador","Population","million",17.487158,18.413718,19.312022000000002,20.080171999999997,20.701763,21.206407,21.603459,21.892063999999998,22.071312000000002,22.148377,22.127966,22.007437000000003,21.799422,21.515577,21.174346000000003,20.79176,20.392899000000003
"IIASA-WiC POP 2023","SSP2","Egypt","Population","million",106.538717,116.005325,125.575277,135.24820499999998,145.029721,154.453769,163.109902,170.865632,177.736816,183.488565,188.16967499999998,192.031397,195.18917000000002,197.617954,199.49619,200.615357,200.998176
"IIASA-WiC POP 2023","SSP2","Eritrea","Population","million",3.5236520000000002,3.855973,4.210737,4.56125800000001,4.884220999999999,5.163302,5.400743,5.60053000000001,5.766146,5.908201,6.01367,6.08047,6.121454,6.145,6.154909,6.150452,6.134956
"IIASA-WiC POP 2023","SSP2","Western Sahara","Population","million",0.551241,0.5972579999999991,0.638517000000001,0.675972999999999,0.7104909999999981,0.741823,0.7703439999999999,0.795312,0.8161470000000001,0.8305669999999999,0.8393600000000001,0.8438439999999999,0.8449979999999999,0.8426429999999999,0.8359919999999991,0.8242389999999999,0.8071749999999991
"IIASA-WiC POP 2023","SSP2","Spain","Population","million",47.329955000000005,47.598974000000005,47.816495,48.092955,48.462368000000005,48.903998,49.404292999999996,49.6562649999999,49.652169,49.382894,48.974681,48.545449999999995,48.197021,47.939424,47.666288,47.255732,46.641708
"IIASA-WiC POP 2023","SSP2","Estonia","Population","million",1.329091,1.347619,1.312066,1.279828,1.25315,1.2319689999999999,1.214035,1.196167,1.177536,1.158096,1.138542999999999,1.119557,1.101276,1.083918,1.0675270000000001,1.051895,1.035654
"IIASA-WiC POP 2023","SSP2","Ethiopia","Population","million",115.638354,130.850616,146.755321,162.798196,178.592356,193.921538,208.76871599999998,222.918487,236.175227,247.804581,257.76227900000004,265.654141,271.690966,276.343792,279.794283,282.00419,282.97309999999896
"IIASA-WiC POP 2023","SSP2","Finland","Population","million",5.525213,5.536631000000001,5.514054,5.493576,5.476837000000001,5.466088,5.472194000000001,5.469405,5.468866,5.47653600000001,5.492871,5.508154999999999,5.513268,5.505796,5.488167000000001,5.467093,5.447237
"IIASA-WiC POP 2023","SSP2","Fiji","Population","million",0.9180899999999991,0.9419269999999991,0.9594739999999999,0.9703399999999991,0.9755319999999991,0.9743719999999999,0.967337999999999,0.956677,0.9429500000000001,0.9290390000000001,0.9142099999999991,0.899212,0.8853749999999999,0.872541999999999,0.861395999999999,0.851313,0.842553999999998
"IIASA-WiC POP 2023","SSP2","France","Population","million",64.45775499999999,65.109831,65.7760990000001,66.526038,67.310237,68.010744,68.605575,69.08641300000001,69.54232300000011,69.99743599999991,70.469078,70.9756440000001,71.488333,71.950782,72.3526550000001,72.6900599999999,72.904084
"IIASA-WiC POP 2023","SSP2","Micronesia","Population","million",0.6408830000000001,0.6681539999999999,0.6929550000000001,0.7130850000000001,0.7276659999999999,0.737591,0.742337999999999,0.742105000000001,0.7380669999999999,0.733306,0.7282219999999999,0.723117,0.7173780000000001,0.7111339999999999,0.7039930000000001,0.6965049999999999,0.6891649999999999
"IIASA-WiC POP 2023","SSP2","Gabon","Population","million",2.267994,2.51207,2.749452,2.977551,3.196819,3.403677999999999,3.5924570000000102,3.759455,3.897917,4.005381,4.083545,4.142689000000001,4.186152,4.21204,4.218951,4.203391,4.168251000000001
"IIASA-WiC POP 2023","SSP2","United Kingdom","Population","million",66.95117200000001,67.8424499999999,68.714622,69.598155,70.55808900000001,71.633531,72.805339,73.7572920000001,74.54658400000011,75.238571,75.941693,76.6425889999999,77.224094,77.585617,77.72841199999999,77.729072,77.64390300000001
"IIASA-WiC POP 2023","SSP2","Georgia","Population","million",3.769183,3.622011,3.467493,3.315187,3.176139999999999,3.045592,2.917098,2.787264,2.657959,2.542821,2.442838,2.356198,2.281049,2.217927,2.167593,2.12927,2.099188
"IIASA-WiC POP 2023","SSP2","Ghana","Population","million",31.849247,35.288684,38.789279,42.306971,45.8547,49.364322,52.754449,55.856260000000006,58.69867,61.211171,63.461477,65.404849,66.98786099999991,68.242553,69.208485,69.897463,70.336118
"IIASA-WiC POP 2023","SSP2","Guinea","Population","million",13.041590000000001,14.621533,16.22879,17.812535,19.348530999999998,20.820667,22.191518000000002,23.443081,24.553787,25.515379000000003,26.320698,26.941513,27.407041000000003,27.705703000000003,27.909818,28.032336,28.081109
"IIASA-WiC POP 2023","SSP2","Guadeloupe","Population","million",0.39509299999999997,0.39771300000000004,0.40096800000000005,0.402313,0.40177100000000004,0.39903500000000003,0.39499,0.390870999999999,0.38714699999999996,0.38445799999999997,0.382955,0.38272799999999996,0.38381099999999996,0.385735,0.387741,0.38908000000000004,0.389522
"IIASA-WiC POP 2023","SSP2","Gambia","Population","million",2.541048,2.843592,3.16198,3.489243,3.807984,4.112768,4.392756,4.64270599999999,4.856701,5.042642,5.199052,5.320889,5.407698000000001,5.468826,5.50622200000001,5.521885,5.516582
"IIASA-WiC POP 2023","SSP2","Guinea-Bissau","Population","million",1.993302,2.214933,2.436382,2.650341,2.854294,3.042869,3.210291,3.353369,3.4733,3.568298,3.6373940000000102,3.680417,3.701766,3.705672,3.6930069999999997,3.6660209999999998,3.6262790000000003
"IIASA-WiC POP 2023","SSP2","Equatorial Guinea","Population","million",1.578364,1.790913,2.009487,2.23177,2.453547999999999,2.6712439999999997,2.879736,3.072473,3.245223,3.39421,3.514952,3.6069679999999993,3.667773,3.705597,3.719835,3.7097800000000003,3.674441
"IIASA-WiC POP 2023","SSP2","Greece","Population","million",10.543345,10.364506,10.207336999999999,10.07285,9.962682000000001,9.866413000000001,9.777108,9.666943999999999,9.537877,9.38964,9.23385200000001,9.079751,8.935612999999991,8.801385000000009,8.668512000000002,8.523276,8.354149
"IIASA-WiC POP 2023","SSP2","Grenada","Population","million",0.12316099999999999,0.126244,0.12822899999999998,0.129389,0.130328,0.131123,0.131526999999999,0.131492,0.130933,0.130197,0.12933799999999998,0.12825,0.12687099999999998,0.125323,0.12381299999999999,0.122492999999999,0.121348
"IIASA-WiC POP 2023","SSP2","Guatemala","Population","million",17.231175,18.589745999999998,19.997080999999998,21.288756000000003,22.452734,23.452085,24.268326000000002,24.903085,25.394031,25.76571,26.011544999999998,26.122207,26.089229,25.938863,25.695909,25.380174,25.020612
"IIASA-WiC POP 2023","SSP2","French Guiana","Population","million",0.287814,0.32185199999999903,0.35533800000000004,0.387799,0.418859,0.44821099999999997,0.476037,0.501678,0.5250170000000001,0.545075999999999,0.561809,0.576525,0.589777,0.601457,0.611449,0.6189559999999991,0.624107
"IIASA-WiC POP 2023","SSP2","Guam","Population","million",0.168571,0.17320500000000003,0.17757799999999999,0.18140299999999998,0.18426599999999901,0.18609599999999998,0.18676299999999998,0.186449,0.185756,0.185402999999999,0.185387,0.185673,0.18591000000000002,0.18601299999999998,0.185941,0.185668,0.185304
"IIASA-WiC POP 2023","SSP2","Guyana","Population","million",0.7918449999999999,0.8080619999999991,0.8191959999999999,0.8236129999999999,0.8214840000000001,0.8131129999999991,0.7997999999999991,0.783577,0.765247,0.7480089999999999,0.7317449999999991,0.7161130000000001,0.700866,0.6860959999999999,0.672089,0.659242,0.647983
"IIASA-WiC POP 2023","SSP2","Hong Kong","Population","million",7.501908,7.536144,7.54838500000001,7.531552,7.497698000000001,7.457727,7.430903000000001,7.384854000000001,7.3177330000000005,7.222513,7.111795,6.988843,6.85035000000001,6.698204,6.53365500000001,6.358687,6.173015
"IIASA-WiC POP 2023","SSP2","Honduras","Population","million",10.041782999999999,10.827342000000002,11.589368,12.279935,12.874724,13.372031000000002,13.792085,14.140120000000001,14.411518000000001,14.606827,14.714894000000001,14.74258,14.698715,14.599860000000001,14.454841,14.275117,14.071302
"IIASA-WiC POP 2023","SSP2","Croatia","Population","million",4.114644,3.980382,3.8479389999999993,3.722464,3.602983,3.491355,3.389205,3.296089,3.211836,3.13464,3.062038,2.991861,2.924182,2.85968,2.798442,2.738736,2.678769
"IIASA-WiC POP 2023","SSP2","Haiti","Population","million",11.234504999999999,12.017601,12.775291,13.459056,14.049158,14.550625,14.938181,15.197974,15.335469,15.393235,15.388419,15.332519000000001,15.230642,15.084507,14.898046,14.677027,14.434372999999999
