,region_code,MAPE
0,CA_AB,0.05242042609795174
1,CA_BC,0.05456080730522157
2,CA_NB,0.11322521077970457
3,CA_NL,0.13853585957648262
4,CA_NS,0.08494577861751779
5,CA_ON,0.062103981068869635
6,CA_PE,0.0695356213694219
7,CA_QC,0.1232321295894837
8,MX_BCA,0.09011828777513546
9,MX_BCS,0.07314274904254565
10,MX_CEN,0.12370158942311453
11,MX_NES,0.08139005223279758
12,MX_NOR,0.11715578859132332
13,MX_NTE,0.09408351544865345
14,MX_OCC,0.11446945643729799
15,MX_ORI,0.09767338901704783
16,MX_PEN,0.14043725213143626
17,US_CAL,0.07901436017078041
18,US_CAR,0.08586827983841924
19,US_CENT,0.06009619448230877
20,US_FLA,0.11520875773265288
21,US_MIDA,0.054571502179237036
22,US_MIDW,0.0717282641894917
23,US_NE,0.07557401402745437
24,US_NW,0.044504761624721
25,US_NY,0.054288869942663784
26,US_SE,0.07681013096885927
27,US_SW,0.10247221477430876
28,US_TEN,0.0889164937191183
29,US_TEX,0.08437925050696535
