,region_code,MAPE
0,AL,0.19519189133682424
1,AT,0.07408654002052863
2,BA,0.10976302112164406
3,BE,0.053005308710334126
4,BG,0.06152223423070399
5,CH,0.07650759386391932
6,CZ,0.058555241517002504
7,DE,0.06820289663497084
8,DK,0.06519222764171702
9,EE,0.06416261957445728
10,ES,0.06080469467581458
11,FI,0.05114430600560909
12,FR,0.10566782938423429
13,GB,0.07105905090181411
14,GB_GB,0.07275826719228577
15,GR,0.07581487187068629
16,HR,0.07333291814318355
17,HU,0.06099533998378595
18,IE,0.05445166373577733
19,IT,0.10851787882852058
20,LT,0.06827204564024081
21,LU,0.08299790595946842
22,LV,0.07049320090053558
23,MD,0.08778944007590826
24,ME,0.10017141382496879
25,MK,0.12364160479721198
26,NL,0.07996760284028208
27,NO,0.0729079211181151
28,PL,0.06197392800644563
29,PT,0.06575503989941267
30,RO,0.054136778827780965
31,RS,0.07506764260148842
32,SE,0.07881664843438602
33,SI,0.07133185293043327
34,SK,0.05015730345370277
35,UA,0.05387312451588232
36,XK,0.16786974982841307
