,region_code,MAPE
0,AL,0.19195856602054556
1,AT,0.07459800699417489
2,BA,0.10969290004415745
3,BE,0.053114104133179296
4,BG,0.0612833149070376
5,CH,0.07508535248394245
6,CZ,0.05877153961269653
7,DE,0.06899532523586398
8,DK,0.06518713491369257
9,EE,0.0650174087958808
10,ES,0.059943315932295405
11,FI,0.049911070373228256
12,FR,0.10612791543677032
13,GB,0.07032997585035539
14,GB_GB,0.07219277180002867
15,GR,0.07439393696927697
16,HR,0.07471852891474566
17,HU,0.06088267735008145
18,IE,0.05268663435971991
19,IT,0.1063430474188319
20,LT,0.06858922430858995
21,LU,0.0833873596190366
22,LV,0.07078815526969867
23,MD,0.08940442978170374
24,ME,0.10042390275547382
25,MK,0.12492528409763122
26,NL,0.08023302561774832
27,NO,0.06937163880143929
28,PL,0.06251292140762008
29,PT,0.06640841911301026
30,RO,0.055109711552141054
31,RS,0.07606715692111966
32,SE,0.07885361755315333
33,SI,0.07206382744261541
34,SK,0.0499032382948419
35,UA,0.05421537315643631
36,XK,0.16668814711575727
