,region_code,MAPE
0,CA_AB,0.05175972745250671
1,CA_BC,0.05691679178725627
2,CA_NB,0.11175866268602665
3,CA_NL,0.1384607376639575
4,CA_NS,0.08703144032894017
5,CA_ON,0.06132353958282584
6,CA_PE,0.06924004178475776
7,CA_QC,0.12415241564910252
8,MX_BCA,0.09411451463999285
9,MX_BCS,0.07566132180622236
10,MX_CEN,0.12438784535051048
11,MX_NES,0.07934980663109709
12,MX_NOR,0.12029482242841155
13,MX_NTE,0.09592614045852087
14,MX_OCC,0.11341193158540076
15,MX_ORI,0.09613226150233511
16,MX_PEN,0.1407984844051469
17,US_CAL,0.07661130481354685
18,US_CAR,0.08470525229003073
19,US_CENT,0.058341516627635
20,US_FLA,0.10852751628216033
21,US_MIDA,0.05396858629663391
22,US_MIDW,0.07373162348920306
23,US_NE,0.07661750162704199
24,US_NW,0.04776313870597374
25,US_NY,0.0540592197287079
26,US_SE,0.07506750403138382
27,US_SW,0.10770568474531117
28,US_TEN,0.0873987086952392
29,US_TEX,0.07806119708000069
