entity_code,entity_name,historical_population,historical_population_first_year,historical_population_last_year,historical_electricity_demand_per_capita,historical_electricity_demand_per_capita_first_year,historical_electricity_demand_per_capita_last_year,historical_gdp_ppp_per_capita,historical_gdp_ppp_per_capita_first_year,historical_gdp_ppp_per_capita_last_year,future_population,future_gdp_ppp_per_capita,future_electricity_demand_per_capita,area_greater_than_500_km2
IND_WB,Subdivision of India,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
IOT,British Indian Ocean Territory,False,,,False,,,False,,,False,False,False,False
IRL,Ireland,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
IRN,"Iran, Islamic Republic of",True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
IRQ,Iraq,True,1960.0,2024.0,True,1990.0,2023.0,True,1990.0,2024.0,True,True,True,True
ISL,Iceland,True,1960.0,2024.0,True,1990.0,2023.0,True,1980.0,2024.0,True,True,True,True
ISR,Israel,True,1960.0,2024.0,True,1990.0,2023.0,True,1980.0,2024.0,True,True,True,True
ITA,Italy,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
JAM,Jamaica,True,1960.0,2024.0,True,1990.0,2022.0,True,1980.0,2024.0,True,True,True,True
JEY,Jersey,False,,,False,,,False,,,False,False,False,False
JOR,Jordan,True,1960.0,2024.0,True,1990.0,2022.0,True,1980.0,2024.0,True,True,True,True
JPN,Japan,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
JPN_Kansai,Subdivision of Japan,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
JPN_Kantō,Subdivision of Japan,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
KAZ,Kazakhstan,True,1960.0,2024.0,True,1990.0,2024.0,True,1990.0,2024.0,True,True,True,True
KEN,Kenya,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
KGZ,Kyrgyzstan,True,1960.0,2024.0,True,1990.0,2024.0,True,1990.0,2024.0,True,True,True,True
KHM,Cambodia,True,1960.0,2024.0,True,1995.0,2024.0,True,1987.0,2024.0,True,True,True,True
KIR,Kiribati,True,1960.0,2024.0,True,2000.0,2022.0,True,1980.0,2024.0,True,True,False,True
KNA,Saint Kitts and Nevis,True,1960.0,2024.0,True,2000.0,2022.0,True,1980.0,2024.0,False,False,False,False
KOR,"Korea, Republic of",True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
KWT,Kuwait,True,1960.0,2024.0,True,1990.0,2024.0,True,1990.0,2024.0,True,True,True,True
LAO,Lao People's Democratic Republic,True,1960.0,2024.0,True,2000.0,2023.0,True,1980.0,2024.0,True,True,True,True
LBN,Lebanon,True,1960.0,2024.0,True,1990.0,2023.0,True,1980.0,2024.0,True,True,True,True
LBR,Liberia,True,1960.0,2024.0,True,2000.0,2023.0,True,1990.0,2024.0,True,True,True,True
LBY,Libya,True,1960.0,2024.0,True,1990.0,2023.0,True,1980.0,2024.0,True,True,True,True
LCA,Saint Lucia,True,1960.0,2024.0,True,2000.0,2022.0,True,1980.0,2024.0,True,True,False,True
LIE,Liechtenstein,True,1960.0,2024.0,False,,,True,2000.0,2024.0,False,False,False,False
LKA,Sri Lanka,True,1960.0,2024.0,True,1990.0,2022.0,True,1980.0,2024.0,True,True,True,True
LSO,Lesotho,True,1960.0,2024.0,True,2000.0,2022.0,True,1980.0,2024.0,True,True,True,True
LTU,Lithuania,True,1960.0,2024.0,True,1990.0,2024.0,True,1990.0,2024.0,True,True,True,True
LUX,Luxembourg,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
LVA,Latvia,True,1960.0,2024.0,True,1990.0,2024.0,True,1990.0,2024.0,True,True,True,True
MAC,Macao,True,1960.0,2024.0,True,2000.0,2022.0,True,1990.0,2024.0,True,True,True,False
MAF,Saint Martin (French part),True,1960.0,2024.0,False,,,False,,,False,False,False,False
MAR,Morocco,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
MCO,Monaco,True,1960.0,2024.0,False,,,False,,,False,False,False,False
MDA,"Moldova, Republic of",True,1960.0,2024.0,True,1990.0,2024.0,True,1990.0,2024.0,True,True,True,True
MDG,Madagascar,True,1960.0,2024.0,True,1990.0,2022.0,True,1980.0,2024.0,True,True,True,True
MDV,Maldives,True,1960.0,2024.0,True,2000.0,2023.0,True,1980.0,2024.0,True,True,True,False
MEX,Mexico,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
MEX_BCA,Subdivision of Mexico,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
MEX_BCS,Subdivision of Mexico,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
MEX_CEN,Subdivision of Mexico,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
MEX_NES,Subdivision of Mexico,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
MEX_NOR,Subdivision of Mexico,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
MEX_NTE,Subdivision of Mexico,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
MEX_OCC,Subdivision of Mexico,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
MEX_ORI,Subdivision of Mexico,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
MEX_PEN,Subdivision of Mexico,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
MHL,Marshall Islands,True,1960.0,2024.0,False,,,True,1990.0,2024.0,False,False,False,False
MKD,North Macedonia,True,1960.0,2024.0,True,1990.0,2024.0,True,1990.0,2024.0,True,True,True,True
MLI,Mali,True,1960.0,2024.0,True,2000.0,2023.0,True,1980.0,2024.0,True,True,True,True
MLT,Malta,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,False
MMR,Myanmar,True,1960.0,2024.0,True,1990.0,2024.0,True,1990.0,2024.0,True,True,True,True
MNE,Montenegro,True,1960.0,2024.0,True,2005.0,2024.0,True,1997.0,2024.0,True,True,True,True
MNG,Mongolia,True,1960.0,2024.0,True,1990.0,2024.0,True,1990.0,2024.0,True,True,True,True
MNP,Northern Mariana Islands,True,1960.0,2024.0,False,,,False,,,False,False,False,False
MOZ,Mozambique,True,1960.0,2024.0,True,1990.0,2023.0,True,1980.0,2024.0,True,True,True,True
MRT,Mauritania,True,1960.0,2024.0,True,2000.0,2022.0,True,1990.0,2024.0,True,True,True,True
MSR,Montserrat,False,,,True,2000.0,2022.0,False,,,False,False,False,False
MUS,Mauritius,True,1960.0,2024.0,True,1990.0,2023.0,True,1980.0,2024.0,True,True,True,True
MWI,Malawi,True,1960.0,2024.0,True,2000.0,2022.0,True,1980.0,2024.0,True,True,True,True
MYS,Malaysia,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
NAM,Namibia,True,1960.0,2024.0,True,1990.0,2023.0,True,1990.0,2024.0,True,True,True,True
NCL,New Caledonia,True,1960.0,2024.0,True,2000.0,2022.0,False,,,True,False,True,True
NER,Niger,True,1960.0,2024.0,True,1990.0,2023.0,True,1980.0,2024.0,True,True,True,True
NFK,Norfolk Island,False,,,False,,,False,,,False,False,False,False
NGA,Nigeria,True,1960.0,2024.0,True,1990.0,2024.0,True,1990.0,2024.0,True,True,True,True
NIC,Nicaragua,True,1960.0,2024.0,True,1990.0,2023.0,True,1990.0,2024.0,True,True,True,True
NIU,Niue,False,,,True,2000.0,2022.0,False,,,False,False,False,False
NLD,Netherlands,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
NOR,Norway,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
NPL,Nepal,True,1960.0,2024.0,True,1990.0,2022.0,True,1980.0,2024.0,True,True,True,True
NRU,Nauru,True,1960.0,2024.0,True,2000.0,2023.0,True,1990.0,2024.0,False,False,False,False
NZL,New Zealand,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
OMN,Oman,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
PAK,Pakistan,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
PAN,Panama,True,1960.0,2024.0,True,1990.0,2023.0,True,1980.0,2024.0,True,True,True,True
PCN,Pitcairn,False,,,False,,,False,,,False,False,False,False
PER,Peru,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
PHL,Philippines,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
PLW,Palau,True,1960.0,2024.0,False,,,True,1990.0,2024.0,False,False,False,False
PNG,Papua New Guinea,True,1960.0,2024.0,True,2000.0,2023.0,True,1980.0,2024.0,True,True,True,True
POL,Poland,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
PRI,Puerto Rico,True,1960.0,2024.0,True,2000.0,2024.0,True,1980.0,2024.0,True,True,True,True
PRK,"Korea, Democratic People's Republic of",True,1960.0,2024.0,True,1990.0,2022.0,False,,,True,False,True,True
PRT,Portugal,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
PRY,Paraguay,True,1960.0,2024.0,True,1990.0,2023.0,True,1980.0,2024.0,True,True,True,True
PSE,"Palestine, State of",True,1990.0,2024.0,True,2000.0,2022.0,True,1994.0,2024.0,True,True,True,True
PYF,French Polynesia,True,1960.0,2024.0,True,2000.0,2022.0,False,,,True,False,True,True
QAT,Qatar,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
ROU,Romania,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
RUS,Russian Federation,True,1960.0,2024.0,True,1990.0,2024.0,True,1990.0,2024.0,True,True,True,True
RUS_AD,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_AL,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_ALT,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_AMU,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_ARK,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_AST,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_BA,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_BEL,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_BRY,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_BU,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_CE,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_CHE,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_CHU,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_CU,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_DA,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_IN,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_IRK,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_IVA,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_KAM,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_KB,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_KC,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_KDA,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_KEM,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_KGD,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_KGN,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_KHA,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_KHM,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_KIR,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_KK,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_KL,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_KLU,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_KO,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_KOS,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_KR,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,False
RUS_KRS,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_KYA,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_LEN,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_LIP,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_MAG,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_ME,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_MO,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_MOS,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_MOW,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_MUR,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_NEN,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_NGR,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_NIZ,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_NVS,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_OMS,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_ORE,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_ORL,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_PER,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_PNZ,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_PRI,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_PSK,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_ROS,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_RYA,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_SA,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_SAK,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_SAM,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_SAR,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_SE,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_SMO,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_SPE,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_STA,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_SVE,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_TA,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_TAM,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_TOM,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_TUL,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_TVE,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_TY,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_TYU,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_UD,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_ULY,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_VGG,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_VLA,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_VLG,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_VOR,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_YAN,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_YAR,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_YEV,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RUS_ZAB,Subdivision of Russian Federation,False,,,True,1990.0,2024.0,True,1990.0,2024.0,False,True,True,True
RWA,Rwanda,True,1960.0,2024.0,True,1990.0,2023.0,True,1980.0,2024.0,True,True,True,True
SAU,Saudi Arabia,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
SDN,Sudan,True,1960.0,2024.0,True,1990.0,2023.0,True,1980.0,2024.0,True,True,True,True
SEN,Senegal,True,1960.0,2024.0,True,1990.0,2023.0,True,1980.0,2024.0,True,True,True,True
SGP,Singapore,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,False
SGS,South Georgia and the South Sandwich Islands,False,,,False,,,False,,,False,False,False,True
SHN,"Saint Helena, Ascension and Tristan da Cunha",False,,,True,2000.0,2022.0,False,,,False,False,False,False
SLB,Solomon Islands,True,1960.0,2024.0,True,2000.0,2023.0,True,1980.0,2024.0,True,True,True,True
SLE,Sierra Leone,True,1960.0,2024.0,True,2000.0,2023.0,True,1980.0,2024.0,True,True,True,True
SLV,El Salvador,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
SMR,San Marino,True,1960.0,2024.0,False,,,True,1997.0,2024.0,False,False,False,False
SOM,Somalia,True,1960.0,2024.0,True,2000.0,2023.0,True,1991.0,2024.0,True,True,True,True
SPM,Saint Pierre and Miquelon,False,,,True,2000.0,2022.0,False,,,False,False,False,False
SRB,Serbia,True,1960.0,2024.0,True,1990.0,2024.0,True,1995.0,2024.0,True,True,True,True
SSD,South Sudan,True,1960.0,2024.0,True,2012.0,2023.0,True,2011.0,2024.0,True,True,True,True
STP,Sao Tome and Principe,True,1960.0,2024.0,True,2000.0,2022.0,True,1980.0,2024.0,True,True,False,True
SUR,Suriname,True,1960.0,2024.0,True,2000.0,2023.0,True,1990.0,2024.0,True,True,True,True
SVK,Slovakia,True,1960.0,2024.0,True,1990.0,2024.0,True,1990.0,2024.0,True,True,True,True
SVN,Slovenia,True,1960.0,2024.0,True,1990.0,2024.0,True,1990.0,2024.0,True,True,True,True
SWE,Sweden,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
SWZ,Eswatini,True,1960.0,2024.0,True,1990.0,2023.0,True,1980.0,2024.0,True,True,True,True
SXM,Sint Maarten (Dutch part),True,1960.0,2024.0,False,,,True,2009.0,2024.0,False,False,False,False
SYC,Seychelles,True,1960.0,2024.0,True,2000.0,2023.0,True,1980.0,2024.0,True,True,False,False
SYR,Syrian Arab Republic,True,1960.0,2024.0,True,1990.0,2022.0,True,1990.0,2023.0,True,True,True,True
TCA,Turks and Caicos Islands,True,1960.0,2024.0,True,2000.0,2023.0,True,2007.0,2024.0,False,False,False,False
TCD,Chad,True,1960.0,2024.0,True,1990.0,2022.0,True,1980.0,2024.0,True,True,True,True
TGO,Togo,True,1960.0,2024.0,True,1990.0,2023.0,True,1980.0,2024.0,True,True,True,True
THA,Thailand,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
TJK,Tajikistan,True,1960.0,2024.0,True,1990.0,2024.0,True,1990.0,2024.0,True,True,True,True
TKM,Turkmenistan,True,1960.0,2024.0,True,1990.0,2023.0,True,1990.0,2024.0,True,True,True,True
TLS,Timor-Leste,True,1960.0,2024.0,True,2003.0,2023.0,True,1990.0,2024.0,True,True,True,True
TON,Tonga,True,1960.0,2024.0,True,2000.0,2023.0,True,1980.0,2024.0,True,True,False,False
TTO,Trinidad and Tobago,True,1960.0,2024.0,True,1990.0,2023.0,True,1980.0,2024.0,True,True,True,True
TUN,Tunisia,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
TUR,Türkiye,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
TUV,Tuvalu,True,1960.0,2024.0,False,,,True,1990.0,2024.0,False,False,False,False
TWN,"Taiwan, Province of China",False,,,True,2000.0,2024.0,True,1980.0,2024.0,True,True,True,True
TZA,"Tanzania, United Republic of",True,1960.0,2024.0,True,1990.0,2023.0,True,1980.0,2024.0,True,True,True,True
UGA,Uganda,True,1960.0,2024.0,True,1990.0,2022.0,True,1980.0,2024.0,True,True,True,True
UKR,Ukraine,True,1960.0,2024.0,True,1990.0,2023.0,True,1990.0,2024.0,True,True,True,True
UKR_40,Subdivision of Ukraine,False,,,True,1990.0,2023.0,True,1990.0,2024.0,False,True,True,True
UKR_43,Subdivision of Ukraine,False,,,True,1990.0,2023.0,True,1990.0,2024.0,False,True,True,True
URY,Uruguay,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
USA,United States,True,1960.0,2024.0,True,1990.0,2024.0,True,1980.0,2024.0,True,True,True,True
USA_AK,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_AL,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_AR,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_AZ,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_CA,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_CAL,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_CAR,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_CENT,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_CO,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_CT,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_DC,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,False
USA_DE,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_FL,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_FLA,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_GA,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_HI,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_IA,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_ID,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_IL,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_IN,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_KS,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_KY,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_LA,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_MA,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_MD,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_ME,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_MI,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_MIDA,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_MIDW,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_MN,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_MO,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_MS,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_MT,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_NC,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_ND,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
USA_NE,Subdivision of United States,False,,,True,1990.0,2024.0,True,1980.0,2024.0,False,True,True,True
